"PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Alley","Lot_Shape","Land_Contour","Lot_Config","Land_Slope","Neighborhood","Condition_1","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Fence","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price"
902300110,"Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",69,9142,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Norm","TwoFmCon","Two_Story","Average","Average",1900,2006,"Gable","MetalSd","MetalSd","None",0,"Typical","Fair","BrkTil","Fair","Typical","No","Unf",7,"Unf",0,797,797,"Typical","N","FuseA",830,797,1627,0,0,2,0,4,2,"Typical",10,"Typ",0,"No_Fireplace","Detchd",1950,"Unf",2,420,"Fair","Poor","Dirt_Gravel",192,0,60,0,0,"No_Fence",0,2,2008,"WD ","Normal",139500
902300215,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",100,12665,"Gravel","Slightly_Irregular","Lvl","Inside","Gtl","Old_Town","Artery","OneFam","One_and_Half_Fin","Average","Very_Good",1915,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","Mn","Unf",7,"Unf",0,876,876,"Good","Y","SBrkr",876,540,1416,0,0,1,1,4,1,"Typical",7,"Typ",1,"Good","Detchd",1949,"Unf",3,720,"Typical","Typical","Paved",418,0,194,0,0,"No_Fence",0,6,2008,"WD ","Normal",153900
902301150,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",69,9143,"Gravel","Regular","Lvl","Corner","Gtl","Old_Town","Norm","OneFam","One_and_Half_Fin","Average","Good",1900,2003,"Gable","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,346,346,"Excellent","Y","SBrkr",709,308,1017,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1961,"Unf",1,308,"Typical","Typical","Dirt_Gravel",0,0,139,0,0,"No_Fence",0,5,2008,"WD ","Normal",114000
902304060,"Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",60,9600,"Gravel","Regular","Lvl","Inside","Gtl","Old_Town","Norm","TwoFmCon","Two_Story","Average","Average",1920,1960,"Gable","AsbShng","AsbShng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Rec",6,"Unf",0,739,973,"Typical","Y","FuseP",1377,973,2350,0,0,2,0,4,2,"Typical",10,"Typ",0,"No_Fireplace","More_Than_Two_Types",1930,"Unf",2,393,"Typical","Typical","Paved",0,0,219,0,0,"No_Fence",0,4,2008,"WD ","Normal",130000
902306120,"Two_Story_1945_and_Older","Residential_Medium_Density",60,6000,"Gravel","Regular","Lvl","Corner","Gtl","Old_Town","Norm","OneFam","Two_Story","Average","Excellent",1905,2005,"Gable","MetalSd","MetalSd","None",0,"Good","Typical","BrkTil","Fair","Typical","No","Unf",7,"Unf",0,572,572,"Excellent","Y","SBrkr",884,656,1540,0,0,1,1,3,1,"Good",7,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",240,77,0,0,0,"No_Fence",0,2,2008,"WD ","Normal",129400
902306130,"Two_Story_1945_and_Older","Residential_Medium_Density",60,9600,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","Two_Story","Good","Excellent",1928,2005,"Gambrel","MetalSd","MetalSd","None",0,"Typical","Excellent","BrkTil","Typical","Typical","No","Rec",6,"Unf",0,548,689,"Excellent","Y","SBrkr",689,689,1378,0,0,2,0,3,1,"Good",7,"Typ",1,"Good","Detchd",1928,"Unf",2,360,"Typical","Typical","Dirt_Gravel",0,0,116,0,0,"No_Fence",0,10,2008,"WD ","Normal",161000
902326060,"Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",60,10800,"Paved","Regular","Lvl","Inside","Gtl","Old_Town","Norm","TwoFmCon","One_and_Half_Fin","Above_Average","Good",1905,2000,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Fair","Typical","No","Unf",7,"Unf",0,482,482,"Excellent","N","SBrkr",1221,691,1912,0,0,2,0,3,2,"Typical",7,"Typ",1,"Typical","Detchd",2003,"Unf",2,672,"Good","Typical","Paved",0,25,212,0,0,"No_Fence",0,4,2008,"WD ","Normal",163000
902330010,"Two_Story_1945_and_Older","Residential_Medium_Density",50,5250,"Paved","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","Two_Story","Very_Good","Average",1872,1987,"Gable","MetalSd","MetalSd","None",0,"Typical","Good","BrkTil","Typical","Fair","No","LwQ",4,"Unf",0,425,684,"Fair","N","SBrkr",938,1215,2358,0,0,2,0,4,1,"Typical",8,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",0,54,20,0,0,"No_Fence",0,12,2008,"WD ","Normal",122000
902401010,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",0,5700,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","One_and_Half_Fin","Good","Good",1926,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","PConc","Typical","Typical","No","Unf",7,"Unf",0,572,572,"Typical","Y","SBrkr",572,539,1111,0,0,1,0,2,1,"Typical",5,"Typ",1,"Good","Detchd",1982,"Unf",1,288,"Typical","Typical","Paved",0,0,176,0,0,"No_Fence",0,8,2008,"WD ","Normal",116900
902402260,"Two_Story_1945_and_Older","Residential_Medium_Density",60,11340,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","Two_Story","Poor","Very_Poor",1920,1950,"Gable","AsbShng","AsbShng","None",0,"Fair","Fair","BrkTil","Fair","Fair","No","Unf",7,"Unf",0,723,723,"Typical","N","SBrkr",723,363,1086,0,0,1,0,2,1,"Typical",5,"Maj1",0,"No_Fireplace","Detchd",1920,"Unf",2,400,"Fair","Poor","Dirt_Gravel",0,24,144,0,0,"No_Fence",0,11,2008,"ConLD","Normal",55000
902405070,"Two_Story_1945_and_Older","Residential_Medium_Density",60,10800,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","Two_Story","Good","Good",1890,1999,"Gable","Wd Sdng","Wd Shng","None",0,"Typical","Typical","BrkTil","Typical","Typical","Mn","Unf",7,"Unf",0,1313,1313,"Good","Y","SBrkr",1313,1182,2495,0,0,2,0,5,1,"Typical",10,"Typ",1,"Good","Detchd",1950,"Unf",2,342,"Typical","Fair","Paved",0,299,0,0,0,"No_Fence",0,12,2008,"WD ","Normal",184000
902406020,"One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",65,9750,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","One_Story","Average","Above_Average",1959,1959,"Gable","MetalSd","MetalSd","BrkFace",164,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,784,984,"Good","Y","SBrkr",984,0,984,1,0,1,0,2,1,"Fair",5,"Typ",0,"No_Fireplace","Detchd",1959,"Unf",1,308,"Typical","Typical","Dirt_Gravel",0,0,0,0,0,"No_Fence",0,6,2008,"WD ","Normal",110000
902406090,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",81,12150,"Gravel","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","One_and_Half_Fin","Average","Average",1954,1954,"Gable","MetalSd","MetalSd","BrkFace",335,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,1050,1050,"Excellent","N","FuseF",1050,745,1795,0,0,2,0,4,1,"Typical",7,"Typ",0,"No_Fireplace","Attchd",1954,"Unf",1,352,"Fair","Typical","Paved",0,0,0,0,0,"No_Fence",0,11,2008,"WD ","Normal",131500
902427045,"One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",70,12702,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","One_Story","Average","Average",1956,1956,"Gable","BrkFace","BrkFace","None",0,"Typical","Typical","PConc","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"Good","Y","FuseA",882,0,882,0,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Detchd",1956,"Unf",1,308,"Typical","Typical","Paved",0,45,0,0,0,"No_Fence",0,12,2008,"WD ","Normal",97000
902427150,"One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",52,8516,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","One_Story","Below_Average","Above_Average",1958,2006,"Gable","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,869,869,"Typical","Y","SBrkr",1093,0,1093,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1959,"Unf",1,308,"Typical","Typical","Paved",0,0,0,0,0,"No_Fence",0,5,2008,"WD ","Normal",115500
903201030,"One_Story_1945_and_Older","Residential_Low_Density",55,7111,"No_Alley_Access","Slightly_Irregular","Bnk","Inside","Gtl","Brookside","Norm","OneFam","One_Story","Average","Good",1928,1983,"Gable","WdShing","Wd Shng","None",0,"Good","Good","BrkTil","Typical","Typical","No","LwQ",4,"BLQ",273,329,1008,"Typical","Y","SBrkr",1143,0,1143,0,0,1,0,2,1,"Typical",5,"Typ",1,"Poor","Detchd",1992,"Unf",1,288,"Typical","Typical","Paved",265,0,0,0,0,"Good_Privacy",0,7,2008,"WD ","Normal",138000
903206070,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",0,7010,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Fin","Average","Average",1935,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Rec",6,"Unf",0,849,1024,"Typical","Y","SBrkr",1144,594,1738,0,0,2,0,3,1,"Typical",6,"Typ",1,"Good","Detchd",1950,"Unf",1,240,"Typical","Typical","Partial_Pavement",0,30,0,0,0,"No_Fence",0,7,2008,"WD ","Normal",153000
903225050,"One_and_Half_Story_Unfinished_All_Ages","Residential_Medium_Density",50,6130,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Unf","Average","Above_Average",1924,1950,"Gable","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","ALQ",1,"Unf",0,0,784,"Good","Y","SBrkr",784,0,784,1,0,1,0,2,1,"Good",5,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",0,0,116,0,0,"No_Fence",0,5,2008,"WD ","Normal",109500
903225140,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,5000,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","Feedr","OneFam","One_and_Half_Fin","Average","Good",1941,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Good","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,72,672,"Excellent","Y","SBrkr",832,378,1210,0,0,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Detchd",1941,"Unf",1,240,"Typical","Typical","Partial_Pavement",0,0,0,0,0,"No_Fence",0,5,2008,"WD ","Normal",124000
903225160,"Two_Story_1945_and_Older","Residential_Medium_Density",59,5870,"No_Alley_Access","Regular","Lvl","Corner","Gtl","Brookside","Feedr","OneFam","Two_Story","Above_Average","Excellent",1900,2000,"Gable","HdBoard","HdBoard","None",0,"Typical","Good","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,554,554,"Excellent","Y","SBrkr",736,554,1290,0,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1926,"Unf",1,200,"Fair","Typical","Paved",38,112,0,0,0,"Minimum_Privacy",400,4,2008,"WD ","Normal",106900
903226060,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,6000,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Fin","Above_Average","Good",1940,1989,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,460,981,"Excellent","Y","SBrkr",1014,658,1672,0,0,1,1,3,1,"Good",6,"Typ",1,"Good","Detchd",1940,"Unf",1,240,"Typical","Typical","Paved",0,11,0,0,0,"Good_Privacy",0,7,2008,"WD ","Normal",164900
903226150,"One_Story_1945_and_Older","Residential_Medium_Density",50,6000,"No_Alley_Access","Regular","HLS","Inside","Gtl","Brookside","Norm","OneFam","One_Story","Average","Good",1924,2003,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Fair","BrkTil","Typical","Fair","No","Unf",7,"Unf",0,949,949,"Excellent","Y","SBrkr",949,0,949,0,0,1,0,2,1,"Typical",5,"Typ",1,"Fair","Detchd",1924,"Unf",2,370,"Typical","Typical","Paved",0,0,48,0,0,"No_Fence",0,7,2008,"WD ","Normal",119000
903228040,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,6000,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Fin","Above_Average","Good",1937,2000,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Good","BrkTil","Typical","Typical","No","Rec",6,"LwQ",162,462,825,"Excellent","Y","SBrkr",825,672,1497,0,0,2,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",2004,"Unf",1,672,"Typical","Typical","Paved",272,0,0,0,0,"Good_Privacy",0,5,2008,"WD ","Normal",157000
903228060,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,6000,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Fin","Above_Average","Average",1939,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","LwQ",4,"Unf",0,475,739,"Excellent","Y","SBrkr",874,468,1342,0,0,2,0,2,2,"Typical",7,"Typ",1,"Good","Detchd",1939,"Unf",1,240,"Typical","Typical","Paved",0,0,0,0,0,"No_Fence",0,4,2008,"WD ","Normal",105000
903230110,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,5520,"No_Alley_Access","Slightly_Irregular","Lvl","FR2","Gtl","Brookside","Feedr","OneFam","One_and_Half_Fin","Average","Good",1920,1997,"Gable","AsbShng","AsbShng","None",0,"Typical","Good","BrkTil","Typical","Typical","No","ALQ",1,"Unf",0,497,565,"Typical","Y","SBrkr",565,651,1216,1,0,1,0,3,1,"Typical",6,"Typ",1,"Good","BuiltIn",1920,"RFn",1,355,"Fair","Typical","Paved",0,0,180,0,0,"Minimum_Privacy",0,4,2008,"WD ","Normal",115000
903230120,"One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",99,5940,"No_Alley_Access","Slightly_Irregular","Lvl","FR3","Gtl","Brookside","Feedr","OneFam","One_Story","Below_Average","Good",1946,1950,"Gable","MetalSd","CBlock","None",0,"Typical","Typical","PConc","No_Basement","No_Basement","No_Basement","No_Basement",0,"No_Basement",0,0,0,"Typical","Y","FuseA",896,0,896,0,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Detchd",1946,"Unf",1,280,"Typical","Typical","Paved",0,0,0,0,0,"Minimum_Privacy",0,4,2008,"ConLD","Abnorml",79000
903232030,"One_Story_1945_and_Older","Residential_Medium_Density",0,6120,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_Story","Average","Above_Average",1945,1995,"Gable","Plywood","Plywood","None",0,"Typical","Good","CBlock","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"Good","N","SBrkr",808,0,808,0,0,1,0,1,1,"Typical",6,"Min2",0,"No_Fireplace","Attchd",1925,"Unf",1,164,"Typical","Typical","Partial_Pavement",0,48,0,0,0,"No_Fence",0,6,2008,"WD ","Normal",81300
903233080,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",52,6240,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Fin","Good","Average",1939,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","Mn","Rec",6,"LwQ",240,449,989,"Typical","Y","SBrkr",1245,764,2009,0,0,2,0,4,1,"Typical",7,"Min2",1,"Good","Detchd",1939,"Unf",2,400,"Typical","Typical","Paved",0,20,0,0,0,"Minimum_Privacy",0,1,2008,"WD ","Normal",150000
903234090,"Two_Story_1945_and_Older","Residential_Medium_Density",51,6120,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Artery","OneFam","Two_Story","Average","Average",1923,1950,"Gambrel","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","LwQ",4,"Unf",0,897,1100,"Typical","Y","SBrkr",1226,676,1902,0,0,2,0,4,1,"Typical",7,"Typ",0,"No_Fireplace","Detchd",1960,"Unf",2,576,"Typical","Typical","Paved",0,139,55,0,0,"No_Fence",0,10,2008,"WD ","Normal",123500
903234100,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",51,6120,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Artery","OneFam","One_and_Half_Fin","Good","Average",1931,1950,"Gable","BrkFace","Wd Shng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,952,952,"Good","Y","FuseF",1022,752,1774,0,0,2,0,2,2,"Typical",8,"Min1",2,"Typical","Detchd",1931,"Unf",2,468,"Fair","Typical","Paved",90,0,205,0,0,"No_Fence",0,4,2008,"WD ","Abnorml",129900
903235010,"Two_Story_1945_and_Older","Residential_Medium_Density",60,6155,"No_Alley_Access","Slightly_Irregular","Lvl","FR3","Gtl","Brookside","RRNn","OneFam","Two_Story","Above_Average","Very_Good",1920,1999,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Fair","Fair","Mn","Unf",7,"Unf",0,611,611,"Excellent","Y","SBrkr",751,611,1362,0,0,2,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1920,"Fin",2,502,"Typical","Fair","Paved",0,0,84,0,0,"No_Fence",0,6,2008,"WD ","Normal",128000
903235100,"One_Story_1945_and_Older","Residential_Medium_Density",60,6324,"No_Alley_Access","Slightly_Irregular","Lvl","Inside","Gtl","Brookside","Feedr","OneFam","One_Story","Below_Average","Above_Average",1927,1950,"Gable","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,520,520,"Fair","N","SBrkr",520,0,520,0,0,1,0,1,1,"Fair",4,"Typ",0,"No_Fireplace","Detchd",1920,"Unf",1,240,"Fair","Typical","Paved",49,0,87,0,0,"No_Fence",0,5,2008,"WD ","Normal",68500
903236010,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,8635,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Fin","Average","Average",1948,2001,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"GLQ",41,295,672,"Typical","Y","SBrkr",1072,213,1285,1,0,1,0,2,1,"Typical",6,"Min1",0,"No_Fireplace","Detchd",1948,"Unf",1,240,"Typical","Typical","Paved",0,0,0,0,0,"Minimum_Privacy",0,1,2008,"WD ","Normal",127000
903401020,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,9120,"Paved","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Fin","Good","Above_Average",1925,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Good","PConc","Typical","Typical","No","Rec",6,"Unf",0,697,1026,"Excellent","Y","SBrkr",1133,687,1820,1,0,2,0,4,1,"Typical",8,"Typ",0,"No_Fireplace","Detchd",1925,"Unf",1,240,"Typical","Typical","Dirt_Gravel",0,100,0,0,0,"Good_Privacy",0,6,2008,"WD ","Normal",184000
903401030,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,9144,"Paved","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Fin","Above_Average","Below_Average",1915,2004,"Gable","VinylSd","VinylSd","None",0,"Typical","Good","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,810,810,"Excellent","Y","SBrkr",1170,546,1716,0,0,2,0,4,1,"Good",8,"Typ",0,"No_Fireplace","Detchd",1970,"Unf",2,672,"Typical","Typical","Paved",0,195,0,0,0,"No_Fence",0,3,2008,"WD ","Normal",162500
903401050,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",0,9144,"Paved","Regular","Lvl","Inside","Gtl","Brookside","Norm","OneFam","One_and_Half_Fin","Average","Average",1940,1982,"Gable","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,484,883,"Good","Y","SBrkr",988,517,1505,1,0,1,0,3,1,"Typical",8,"Typ",0,"No_Fireplace","Detchd",1940,"Unf",1,240,"Typical","Typical","Dirt_Gravel",0,0,0,0,0,"No_Fence",0,7,2008,"WD ","Normal",145000
903425420,"One_Story_1945_and_Older","Residential_Low_Density",55,10267,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Brookside","RRAn","OneFam","One_Story","Above_Average","Good",1918,2000,"Gable","Stucco","Wd Shng","None",0,"Typical","Good","BrkTil","Typical","Good","Mn","Rec",6,"ALQ",606,0,816,"Excellent","Y","SBrkr",838,0,838,1,0,1,0,2,1,"Fair",5,"Typ",0,"No_Fireplace","Detchd",1961,"Fin",1,275,"Typical","Typical","Dirt_Gravel",0,0,112,0,0,"Minimum_Wood_Wire",0,5,2008,"WD ","Normal",130000
903429010,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",63,4347,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Old_Town","Norm","OneFam","One_and_Half_Fin","Above_Average","Very_Good",1910,1950,"Gambrel","MetalSd","MetalSd","None",0,"Good","Typical","BrkTil","Good","Good","No","Unf",7,"Unf",0,796,796,"Excellent","Y","SBrkr",825,784,1609,0,0,1,0,3,1,"Typical",7,"Typ",0,"No_Fireplace","Detchd",1910,"Unf",1,228,"Fair","Fair","Dirt_Gravel",0,182,0,0,0,"No_Fence",0,6,2008,"WD ","Normal",127500
903454100,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,6876,"No_Alley_Access","Regular","Bnk","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","OneFam","One_and_Half_Fin","Above_Average","Above_Average",1938,1958,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,1272,1272,"Typical","Y","SBrkr",1272,0,1969,0,0,2,0,4,1,"Typical",9,"Min1",1,"Good","Detchd",1938,"Unf",2,400,"Typical","Typical","Paved",0,34,0,0,0,"No_Fence",0,11,2008,"COD","Normal",141000
903455030,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",0,10320,"Gravel","Regular","Lvl","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","OneFam","One_and_Half_Fin","Average","Above_Average",1915,1978,"Gable","HdBoard","HdBoard","None",0,"Typical","Fair","BrkTil","Typical","Fair","No","Unf",7,"Unf",0,880,880,"Good","Y","SBrkr",880,428,1308,0,0,2,0,2,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1950,"Unf",2,400,"Fair","Fair","Paved",0,0,117,0,0,"No_Fence",0,4,2008,"WD ","Normal",120000
903455140,"One_Story_1945_and_Older","Residential_Medium_Density",60,7200,"No_Alley_Access","Regular","Lvl","Corner","Gtl","Iowa_DOT_and_Rail_Road","Norm","OneFam","One_Story","Above_Average","Good",1925,1992,"Gable","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1040,1040,"Good","Y","SBrkr",1040,0,1040,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1993,"Unf",2,320,"Typical","Typical","Paved",0,132,0,0,0,"No_Fence",0,7,2008,"WD ","Normal",127500
903456130,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",62,7006,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","OneFam","One_and_Half_Fin","Above_Average","Above_Average",1925,1950,"Gable","Stucco","Stucco","None",0,"Typical","Typical","PConc","Typical","Typical","No","Rec",6,"Unf",0,647,768,"Typical","Y","SBrkr",788,448,1236,1,0,2,0,3,1,"Typical",6,"Typ",1,"Good","Detchd",1985,"Unf",1,384,"Typical","Typical","Paved",0,0,0,0,0,"Minimum_Privacy",0,8,2008,"WD ","Family",127000
904100020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",82,9488,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Sawyer","Feedr","OneFam","One_Story","Average","Above_Average",1947,1993,"Gable","VinylSd","VinylSd","None",0,"Good","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1046,1046,"Good","N","SBrkr",1054,0,1054,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1947,"Unf",1,240,"Typical","Typical","Paved",0,60,122,0,0,"No_Fence",0,9,2008,"WD ","Abnorml",124000
904100040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",55,8250,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Sawyer","Feedr","OneFam","One_Story","Average","Average",1968,1968,"Hip","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"LwQ",492,210,952,"Excellent","Y","SBrkr",1211,0,1211,0,0,1,0,3,1,"Typical",5,"Typ",1,"Typical","Attchd",1968,"Unf",1,322,"Typical","Typical","Paved",0,63,0,0,0,"No_Fence",0,8,2008,"WD ","Normal",134000
905100020,"Split_Foyer","Residential_Low_Density",0,11235,"No_Alley_Access","Regular","Lvl","Corner","Gtl","Sawyer","Feedr","OneFam","SFoyer","Average","Above_Average",1963,1963,"Gable","HdBoard","Wd Sdng","None",0,"Typical","Typical","CBlock","Good","Typical","Av","ALQ",1,"Unf",0,197,981,"Typical","Y","SBrkr",1075,0,1075,1,0,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Detchd",1996,"Unf",2,440,"Typical","Typical","Paved",64,0,0,0,64,"Minimum_Privacy",0,5,2008,"WD ","Abnorml",148000
